Autor	Dimensión	Fecha	Número de catálogo	Procedencia	Serie	Soporte	Tipo de obra	Técnica	Título	URL	Lugar de producción
Crayer, Gaspar de	Alto: 313 cm.;Ancho: 177 cm.	Hacia  1640	P003337	Madrid, Convento de la Trinidad, de trinitarios calzados; Museo de la Trinidad.		Lienzo	Pintura	Óleo	La Aparición de la Virgen a Simón de Rojas	https://www.museodelprado.es/coleccion/obra-de-arte/la-aparicion-de-la-virgen-a-simon-de-rojas/94f67991-75fd-4629-ad5c-2e7c94b46ca0	
Zurbarán, Francisco de	Alto: 252 cm.;Ancho: 186 cm.	Hacia  1640	P007421	Retablo de la iglesia de Nuestra Señora de la Granada, Llerena (Badajoz); salió de España a principios del siglo XIX; formó parte del Museo Español de Luis Felipe de Orleans, París; colección particular, Londres, 1853; adquirido a Mariano Castell Plandiura, Barcelona, 1988.		Lienzo	Pintura	Óleo	Martirio de Santiago	https://www.museodelprado.es/coleccion/obra-de-arte/martirio-de-santiago/7e180004-49fc-430b-b292-f9ba10b97f00	
Anónimo	Alto con marco: 171 mm.;Ancho con marco: 124 mm.;Fondo con marco: 28 mm.;Alto (de luz): 74,6 mm.;Ancho (de luz): 61,4 mm.	Hacia  1640	P008050	Colección Arturo Perera y Prats; herederos de Arturo Perera y Prats; adquisición 1980.		Lámina de cobre	Pintura	Óleo	Retrato femenino	https://www.museodelprado.es/coleccion/obra-de-arte/retrato-femenino/c225fadb-ef86-406b-9c37-6da75976f134	
Falcone, Aniello	Alto: 109 cm.;Ancho: 127 cm.	Hacia  1640	P000087	Colección Ramiro Núñez de Guzmán, II duque de Medina de las Torres; Colección Real (Real Alcázar, Madrid, pinturas desmontadas-pinturas traídas de casa de Carreño a las bóvedas de Tiziano y cuarto bajo del príncipe, 1686, s.n.; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 118; Palacio Real Nuevo, Madrid, antecámara del señor infante don Luis, 1772, nº 118; Palacio Real Nuevo, Madrid, pieza de librería de Apolo, 1794, nº 118; Palacio Real, Madrid, tercer gabinete-paso a la librería, 1814-1818, nº 118).		Lienzo	Pintura	Óleo	Un concierto	https://www.museodelprado.es/coleccion/obra-de-arte/un-concierto/10f8c77f-dff7-46cc-ad82-3c42038f2c7b	
Lione, Andrea di	Alto: 229 cm.;Ancho: 231 cm.	Hacia  1640	P000091	Colección Real (Palacio Real Nuevo, Madrid, antecámara de las señoras infantas-pieza encarnada a la derecha, 1794, nº 977).	Historia de Roma Antigua, Palacio del Buen Retiro	Lienzo	Pintura	Óleo	Elefantes en un circo	https://www.museodelprado.es/coleccion/obra-de-arte/elefantes-en-un-circo/eed7ed66-4d51-4593-b44c-1f2cb1b1f901	
Falcone, Aniello	Alto: 186 cm.;Ancho: 183 cm.	Hacia  1640	P000092	Colección Real (Palacio Real Nuevo, Madrid, paso del cuarto del infante don Luis, 1772, nº 474; Palacio Real Nuevo, Madrid, pieza de trucos, 1794, nº 474; Palacio Real, Madrid, pieza de trucos, 1814-1818, nº 474).	Historia de Roma Antigua, Palacio del Buen Retiro	Lienzo	Pintura	Óleo	Atletas romanos	https://www.museodelprado.es/coleccion/obra-de-arte/atletas-romanos/149e8946-1390-44bf-9936-5b705fb3a180	
Falcone, Aniello	Alto: 92 cm.;Ancho: 183 cm.	Hacia  1640	P000093	Colección Real (Palacio del Buen Retiro, 1794, nº 233; Palacio Real Nuevo, Madrid, secretaría de Estado, 1814-1818, nº 233)	Historia de Roma Antigua, Palacio del Buen Retiro	Lienzo	Pintura	Óleo	Soldados romanos en el circo	https://www.museodelprado.es/coleccion/obra-de-arte/soldados-romanos-en-el-circo/fe2e8798-dcb1-4309-bbab-ec96cdd0623b	
Domenichino (?)	Alto: 28 cm.;Ancho: 21 cm.	Hacia  1640	P000133	Colección Real (colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, callejón del retrete, 1746, nº 289; La Granja, 1794, nº 289; La Granja, 1814-1818, nº 289)		Lámina de cobre	Pintura	Óleo	Lágrimas de San Pedro	https://www.museodelprado.es/coleccion/obra-de-arte/lagrimas-de-san-pedro/f6906a18-6e72-4dc5-ad5b-c413462ed5d3	
Reni, Guido	Alto: 110 cm.;Ancho: 94 cm.	Hacia  1640	P000209	Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).		Lienzo	Pintura	Óleo	Cleopatra	https://www.museodelprado.es/coleccion/obra-de-arte/cleopatra/7531f3b5-193f-4fe1-8b55-508e507c0fa9	
Cerquozzi, Michelangelo	Alto: 86 cm.;Ancho: 156 cm.	Hacia  1640	P001992	Colección Real		Lienzo	Pintura	Óleo	Bodegón de frutas	https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-de-frutas/e9e6a330-6bed-472d-9909-b4c3b9b7b2ac	
Zurbarán, Francisco de	Alto: 148 cm.;Ancho: 108 cm.	1635 - 1650	P003010	Probablemente realizado para una iglesia o conveto de Manzanilla (Huelva); colección particular, Manzanilla (Huelva) en el s. XVIII; Salvador Cumplido, Sevilla, 1905; Alfonso Grosso, Sevilla; Russel B. Stearlns, Boston, 1958; adquirido por el Ministerio de Educación Nacional para el Museo del Prado, 1958.		Lienzo	Pintura	Óleo	San Antonio de Padua con el Niño Jesús	https://www.museodelprado.es/coleccion/obra-de-arte/san-antonio-de-padua-con-el-nio-jesus/1577b83d-5aa9-4fd4-80da-c3fd1f6d03e0	
Seghers, Daniel	Alto: 109 cm.;Ancho: 80 cm.	1635 - 1651	P001908	Colección Real (Palacio de Aranjuez, Madrid, pieza de camaristas, 1818, nº 75).		Lienzo	Pintura	Óleo	San Francisco Javier rodeado por una guirnalda	https://www.museodelprado.es/coleccion/obra-de-arte/san-francisco-javier-rodeado-por-una-guirnalda/27cf0fcd-159a-465c-9968-a2e8b52fc617	
Seghers, Daniel	Alto: 93 cm.;Ancho: 70 cm.	1635 - 1651	P001912	Colección Real		Lienzo	Pintura	Óleo	Guirnalda	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda/9791f04d-7cb2-4ac1-8fee-eaef0b4582a4	
Finoglia, Paolo Domenico	Alto: 231 cm.;Ancho: 360 cm.	Después de  1635	P007309	Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, cuarto del infante don Luis-pinturas apeadas, 1772, nº 494).	Historia de Roma Antigua, Palacio del Buen Retiro, Cultos paganos de la Antigüedad	Lienzo	Pintura	Óleo	Triunfo de Baco	https://www.museodelprado.es/coleccion/obra-de-arte/triunfo-de-baco/026cc3f1-964e-4dd8-8b0d-ddb6654025bc	
Anónimo	Alto: 193 cm.;Ancho: 100 cm.	1635 - 1665	P003079	Museo de la Trinidad		Lienzo	Pintura	Óleo	El Apóstol Santo Tomás	https://www.museodelprado.es/coleccion/obra-de-arte/el-apostol-santo-tomas/73c14737-eb80-4272-830e-605545eac959	
Anónimo	Alto: 193 cm.;Ancho: 105 cm.	1635 - 1665	P003080	Museo de la Trinidad		Lienzo	Pintura	Óleo	Santiago el Menor	https://www.museodelprado.es/coleccion/obra-de-arte/santiago-el-menor/032522d3-befc-4fbb-a312-38b461c75c9c	
Anónimo	Alto: 193 cm.;Ancho: 100 cm.	1635 - 1665	P005078	Museo de la Trinidad		Lienzo	Pintura	Óleo	San Judas Tadeo	https://www.museodelprado.es/coleccion/obra-de-arte/san-judas-tadeo/51316fd2-2b8a-4570-accc-7bd55981ad6b	
Cano, Alonso	Alto: 130 cm.;Ancho: 96 cm.	1635 - 1665	P007718	Dación de José Palacio Carvajal, 1998		Lienzo	Pintura	Óleo	La Crucifixión	https://www.museodelprado.es/coleccion/obra-de-arte/la-crucifixion/9275958e-b52f-4ec9-b394-a463cf44b197	
Lione, Andrea di	Alto: 99 cm.;Ancho: 123 cm.;Fondo: 2 cm.	1635 - 1665	P000086	Colección Real (Real Alcázar, Madrid, 1666; Palacio de Aranjuez, Madrid, pieza de damas, 1818, nº 24).		Lienzo	Pintura	Óleo	El viaje de Jacob	https://www.museodelprado.es/coleccion/obra-de-arte/el-viaje-de-jacob/1ae2d580-6368-43d6-824d-4486b094a2de	
Ribera, José de	Alto: 127 cm.;Ancho: 100 cm.	1636	P001095	Colección Real (Palacio Real Nuevo, Madrid, tercera pieza de la Furriera, 1747, nº 189; Palacio Real Nuevo, Madrid, pieza de paso al dormitorio de la  serenísima infanta-pieza de retrete, 1794, nº 189; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, s. n.).		Lienzo	Pintura	Óleo	San Sebastián	https://www.museodelprado.es/coleccion/obra-de-arte/san-sebastian/27da29bb-e8b4-4bab-8088-4bc589546326	
Ribera, José de	Alto: 67 cm.;Ancho: 59 cm.	1636	P001122	Colección Real (Real Alcázar, Madrid, 1666; Real Alcázar, Madrid, cuarto bajo-pieza inmediata donde su majestad cenaba, 1700, nº 232; Real Alcázar, Madrid, 1734; Palacio del Buen Retiro, Madrid, cuarto del príncipe, 1772, s.n.; Buen Retiro, 1794, nº 163; Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 163).	Historia de Roma Antigua, Palacio del Buen Retiro, Cultos paganos de la Antigüedad	Lienzo	Pintura	Óleo	Media figura de mujer (fragmento de ''El triunfo de Baco'')	https://www.museodelprado.es/coleccion/obra-de-arte/media-figura-de-mujer-fragmento-de-el-triunfo-de/5dc96670-1ff0-4135-9b9a-3788ac504308	
Ribera, José de	Alto: 55 cm.;Ancho: 46 cm.	1636	P001123	Colección Real (Real Alcázar, Madrid, Cuarto bajo-pieza inmediata donde su majestad cenaba, 1700, nº 232; Palacio del Buen Retiro, Madrid, pieza del Perro, 1772, [s.n.]; Palacio Real Nuevo, Madrid, pinturas con cristal, 1794, s.n.; ¿Palacio Real, Madrid, dormitorio de príncipes-pieza novena, 1814-1818, s.n.?).	Historia de Roma Antigua, Palacio del Buen Retiro, Cultos paganos de la Antigüedad	Lienzo	Pintura	Óleo	Cabeza del dios Baco (fragmento de El Triunfo de Baco)	https://www.museodelprado.es/coleccion/obra-de-arte/cabeza-del-dios-baco-fragmento-de-el-triunfo-de/e1faebfb-2e09-426f-8532-ef69daa93e32	
Ribera, José de	Alto: 235 cm.;Ancho: 212 cm.	1636	P001124	Colección Real (Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 124; Palacio Real Nuevo, Madrid, antecámara de la serenísima infanta, 1772, nº 124; Palacio Real Nuevo, Madrid, pieza de tocador, 1794, s. n.; ¿Palacio Real, Madrid, cuarto del mayordomo mayor, 1814-1818, nº 124?).	Historia de Roma Antigua, Palacio del Buen Retiro	Lienzo	Pintura	Óleo	Combate de mujeres	https://www.museodelprado.es/coleccion/obra-de-arte/combate-de-mujeres/ee076233-5858-4a35-a5c0-9ce631cd5382	
Francken II, Frans; Neefs, Pieter I	Alto: 51 cm.;Ancho: 80 cm.	1636	P001600	Colección Real (Palacio Real, Madrid, habitación del infante don Carlos-tercera pieza, 1814-1818, nº 163).		Tabla	Pintura	Óleo	El viático en el interior de una iglesia	https://www.museodelprado.es/coleccion/obra-de-arte/el-viatico-en-el-interior-de-una-iglesia/c5b32d46-c4fe-4c29-b51a-de6cfe1d1eae	
Bray, Salomon de	Alto: 89 cm.;Ancho: 71 cm.	1636	P002097	Colección Real (Real Alcázar, Madrid, 1734, nº 65).		Tabla	Pintura	Óleo	Judit presentando la cabeza de Holofernes	https://www.museodelprado.es/coleccion/obra-de-arte/judit-presentando-la-cabeza-de-holofernes/aa20751e-de84-47f7-bcd6-dbe0fb8fa768	
Pereda y Salgado, Antonio de	Alto: 179 cm.;Ancho: 128 cm.	1636	P005208	Adquisición, 1880.		Lienzo	Pintura	Óleo	La Inmaculada Concepción	https://www.museodelprado.es/coleccion/obra-de-arte/la-inmaculada-concepcion/8997eaa3-823c-4291-99aa-15657e9f164f	
Guercino	Alto: 185 cm.;Ancho: 166 cm.	1636	P000202	Colección Real (colección abad Peretti, Nápoles, 1635; colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 334; La Granja, pieza de vestir, 1766, nº 334; Palacio de Aranjuez, Madrid, pieza del oratorio y otras sueltas, 1794, nº 334; Palacio Real, Madrid, cuarto del infante don Francisco-tercera pieza, 1814-1818, nº 334).		Lienzo	Pintura	Óleo	San Agustín meditando sobre la Trinidad	https://www.museodelprado.es/coleccion/obra-de-arte/san-agustin-meditando-sobre-la-trinidad/0f3ae0f5-c8d6-4b9d-92f1-f94d04fa47e3	
Rubens, Pedro Pablo (y taller)	Alto: 182,5 cm.;Ancho: 285,5 cm.	1636 - 1637	P001658	Colección Real (Torre de la Parada, El Pardo-Madrid, Pieza sexta, 1701, s.n.; Torre de la Parada, Pieza quarta, 1747 nº 46; Palacio Nuevo, Madrid, Cuarto del infante don Javier, 1772, nº 994; Palacio Nuevo, Antecámara de las señoras infantas-pieza encarnada a la derecha, 1794, nº 994; Palacio Nuevo, Dormitorio de príncipes-pieza primera, 1814-1818, nº 994; Museo Real de pinturas a la muerte de Fernando VII, Salón 2º Escuela Flamenca, Madrid, 1834, nº 257)	Torre de la Parada	Lienzo	Pintura	Óleo	El rapto de Hipodamía	https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-hipodamia/3e22bd58-ab28-4601-9a60-aadba2276e86	
Rubens, Pedro Pablo -Pintor- (y taller)	Alto: 181 cm.;Ancho: 271,2 cm.	1636 - 1637	P001659	Colección Real (Torre de la Parada, El Pardo-Madrid, Quarta Pieza, 1701, s.n.; Torre de la Parada, Pieza sexta, 1747, nº 84; Palacio Nuevo, Madrid, Antecámara de la serenísima infanta, 1772, nº 997; Palacio Nuevo, Cuarto del príncipe, 1794, nº 997; Palacio Nuevo, Cuarto del príncipe-cámara, 1814-1818, nº 997; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº 66)	Torre de la Parada	Lienzo	Pintura	Óleo	El rapto de Proserpina	https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-proserpina/39af660c-ad0d-4da6-acbc-5e2a1741fb8d	
Rubens, Pedro Pablo	Alto: 26,8 cm.;Ancho: 42,2 cm.	1636 - 1637	P002040	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.	Torre de la Parada	Tabla	Pintura	Óleo	Apolo y la serpiente Pitón	https://www.museodelprado.es/coleccion/obra-de-arte/apolo-y-la-serpiente-piton/c6cc2852-72c4-435c-be4c-17fae314fa38	
Rubens, Pedro Pablo	Alto: 26,4 cm.;Ancho: 41,7 cm.	1636 - 1637	P002041	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	Deucalión y Pirra	https://www.museodelprado.es/coleccion/obra-de-arte/deucalion-y-pirra/0851e122-93c1-44b4-9e94-23fd1c4edae9	
Rubens, Pedro Pablo	Alto: 25,7 cm.;Ancho: 16,6 cm.	1636 - 1637	P002042	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	Prometeo	https://www.museodelprado.es/coleccion/obra-de-arte/prometeo/f7729f74-149c-405e-a241-7218d76138fc	
Rubens, Pedro Pablo	Alto: 28 cm.;Ancho: 31,6 cm.	1636 - 1637	P002043	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	Hércules y el Cancerbero	https://www.museodelprado.es/coleccion/obra-de-arte/hercules-y-el-cancerbero/c07de2de-666d-4a14-b8cd-56b353d24f06	
Rubens, Pedro Pablo	Alto: 26,5 cm.;Ancho: 38,3 cm.	1636 - 1637	P002044	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	Vertumno y Pomona	https://www.museodelprado.es/coleccion/obra-de-arte/vertumno-y-pomona/9e3cf680-d750-4fc0-b0ad-c1be197089ea	
Lorena, Claudio de	Alto: 98 cm.;Ancho: 130 cm.	1636 - 1637	P002260	Colección Real (¿Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 445?; Palacio Real Nuevo, Madrid, pieza de paso al dormitorio de la  serenísima infanta-pieza de retrete, 1794, nº 445).		Lienzo	Pintura	Óleo	La salida del rebaño	https://www.museodelprado.es/coleccion/obra-de-arte/la-salida-del-rebao/e3318c41-ad95-4f7e-bac5-c61c178fc039	
Rubens, Pedro Pablo	Alto: 18,9 cm.;Ancho: 13,7 cm.	1636 - 1637	P002457	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	El rapto de Europa	https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-europa/00fe2ae4-c8c9-41d8-b27f-c79eba992e20	
Rubens, Pedro Pablo	Alto: 27 cm.;Ancho: 28,6 cm.	1636 - 1637	P002459	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	Céfalo y Procris	https://www.museodelprado.es/coleccion/obra-de-arte/cefalo-y-procris/3708ae88-0034-4cb9-8789-ae03e6dcb168	
Rubens, Pedro Pablo	Alto: 14,4 cm.;Ancho: 14 cm.	1636 - 1637	P002458	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	La persecución de las Harpías	https://www.museodelprado.es/coleccion/obra-de-arte/la-persecucion-de-las-harpias/aceb2daf-7be9-42b2-b2c6-d89f60aea2ad	
Rubens, Pedro Pablo	Alto: 14,5 cm.;Ancho: 13,6 cm.	1636 - 1637	P002461	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889	Torre de la Parada	Tabla	Pintura	Óleo	La muerte de Jacinto	https://www.museodelprado.es/coleccion/obra-de-arte/la-muerte-de-jacinto/d3120330-661f-4ac4-af00-0edaade10580	
Rubens, Pedro Pablo	Alto: 27,7 cm.;Ancho: 58 cm.	1636 - 1637	P007765	Dación Caja Madrid, 2000	Torre de la Parada	Tabla de madera de roble	Pintura	Óleo	Diana y sus ninfas cazando	https://www.museodelprado.es/coleccion/obra-de-arte/diana-y-sus-ninfas-cazando/5ab6b910-4028-4939-9584-2ef1ab5ee7ee	
Ribera, José de	Alto: 120 cm.;Ancho: 98 cm.	1636 - 1638	P001107	Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 308; Palacio Real Nuevo, Madrid, segundo gabinete, 1794, s. n.; Palacio Real, Madrid, primera pieza de la obra nueva, 1814-1818, s.n. ).		Lienzo	Pintura	Óleo	Visión de san Francisco de Asís	https://www.museodelprado.es/coleccion/obra-de-arte/vision-de-san-francisco-de-asis/cd3de2a0-0ffd-4cdf-b7d2-ec73eb41de05	
Eyck, Jan Carel van	Alto: 197 cm.;Ancho: 180 cm.	1636 - 1638	P001345	Colección Real (Torre de la Parada, El Pardo-Madrid, Quarto bajo pieza primera, 1701, s.n; Torre de la Parada, Quarto bajo pieza prima, 1747, nº 105; Castillo de Viñuelas; Madrid, Tercera pieza, 1794, s.n.; Museo Real de Pinturas, Madrid, Cuadros del Castillo de Viñuelas que se trasladan al Real Museo de Pinturas, 1827, s.n.; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº229)	Torre de la Parada	Lienzo	Pintura	Óleo	La caída de Faetón	https://www.museodelprado.es/coleccion/obra-de-arte/la-caida-de-faeton/e44b644a-bd3c-4757-9b61-f65268c8ae2b	
Borkens, Jean Baptiste	Alto: 192,2 cm.;Ancho: 213 cm.	1636 - 1638	P001368	Colección Real (Torre de la Parada, El Pardo-Madrid, Quarto vajo pieza segunda, 1701, s.n; Torre de la Parada, Quarto vajo pieza segunda, 1747, nº114; Palacio Nuevo, Madrid, Paso del cuarto del infante don Luis, 1772, nº 988; Palacio Nuevo, Antecámara, 1794, nº 988; Palacio Nuevo, Antecámara, 1814-1818, nº 988; Museo Real de pinturas a la muerte de Fernando VII, Madrid, Salón 2º Escuela Flamenca, 1834, nº249)	Torre de la Parada	Lienzo	Pintura	Óleo	La Apoteosis de Hércules	https://www.museodelprado.es/coleccion/obra-de-arte/la-apoteosis-de-hercules/0389e520-8e7e-497e-91d7-d3c88befd107	
Cossiers, Jan	Alto: 120 cm.;Ancho: 115 cm.	1636 - 1638	P001463	Colección Real (Torre de la Parada, El Pardo-Madrid, Quarto vajo pieza tercera, 1701, s.n; Torre de la Parada, Quarto vajo pieza terzera, 1747, nº117; Palacio  Nuevo , Madrid, paso de tribuna y trascuartos, 1772, nº 1029; Palacio Nuevo, Madrid, Pinturas descolgadas en Palacio, 1794, s.n.)	Torre de la Parada	Lienzo	Pintura	Óleo	Júpiter y Licaón	https://www.museodelprado.es/coleccion/obra-de-arte/jupiter-y-licaon/709fd915-da26-4734-a988-16a14605aee7	
Cossiers, Jan	Alto: 182 cm.;Ancho: 113 cm.	1636 - 1638	P001464	Colección Real (Torre de la Parada, El Pardo-Madrid, Pieza primera, 1701, s.n.; Torre de la Parada, Pieza primera, 1747, nº 22, Academia de Bellas Artes de San Fernando, Madrid, Pinturas que posee la Academia, 1796-1805, nº 71; Academia de Bellas Artes de San Fernando, Sala Reservada, 1827, nº 71; Museo Real de pinturas a la muerte de Fernando VII, Madrid, Salon 2º Escuela Flamenca, 1834, nº 280)	Torre de la Parada	Lienzo	Pintura	Óleo	Prometeo trayendo el fuego	https://www.museodelprado.es/coleccion/obra-de-arte/prometeo-trayendo-el-fuego/ba9fccab-77e3-4948-a727-dfcd93ec773d	
Cossiers, Jan	Alto: 97 cm.;Ancho: 93 cm.	1636 - 1638	P001465	Colección Real (Torre de la Parada, El Pardo-Madrid, Pieza del cubierto, 1701, s.n; Torre de la Parada, Pieza primera, 1747, nº18; Palacio Nuevo, Madrid, Antecámara de la princesa, 1772, nº 1015; Palacio Nuevo, Pieza de paso al dormitorio de la serenísima infanta, 1794, nº 115; Palacio Nuevo, Dormitorio de príncipes-pieza segunda de amarillo, 1814-1818, nº 115; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº198)	Torre de la Parada	Lienzo	Pintura	Óleo	Narciso	https://www.museodelprado.es/coleccion/obra-de-arte/narciso/edba34ac-e145-4a3b-a201-c5b3e6a10aae	
Gowy, Jacob Peeter	Alto: 181 cm.;Ancho: 220 cm.	1636 - 1638	P001538	Colección Real (Torre de la Parada, El Pardo-Madrid, Tercera pieza, 1701, s.n; Torre de la Parada, Pieza séptima, quarto de la Reina, 1747, nº85; Palacio Nuevo, Madrid, antecámara de la princesa, 1772, nº 989; Palacio Nuevo, Cuarto del Príncipe-cámara, 1794, nº 989; Palacio Nuevo, Cuarto del príncipe-cámara, 1814-1818, nº 989; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº79)	Torre de la Parada	Lienzo	Pintura	Óleo	Hipómenes y Atalanta	https://www.museodelprado.es/coleccion/obra-de-arte/hipomenes-y-atalanta/bb5e26a5-109e-462c-90cc-a920556d0e75	
Jordaens, Jacob	Alto: 171 cm.;Ancho: 285 cm.	1636 - 1638	P001539	Colección Real (Torre de la Parada, El Pardo-Madrid, Tercera pieza, 1701, s.n; Torre de la Parada, Pieza séptima, quarto de la Reina, 1747, nº88; Palacio del Buen Retiro, Madrid, 1772, nº 996; Palacio del Buen Retiro, 1794, nº 232; Palacio Nuevo, Madrid, Secretaría de Estado, 1814-1818, nº 232; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 2º Escuela Flamenca, 1834, nº366)	Torre de la Parada	Lienzo	Pintura	Óleo	La caída de los Gigantes	https://www.museodelprado.es/coleccion/obra-de-arte/la-caida-de-los-gigantes/8a026aa5-8f36-484a-a202-0786755e7bf3	
Gowy, Jacob Peeter	Alto: 195 cm.;Ancho: 180 cm.	1636 - 1638	P001540	Colección Real (Torre de La Parada, El Pardo-Madrid, cuarto bajo-pieza primera, 1703-1711, s.n.; Palacio de La Zarzuela, El Pardo-Madrid; ¿Palacio del Buen Retiro, Madrid, piezas que siguen al casón, 1772, nº 947?; Castillo de Viñuelas, Madrid, Tercera pieza, 1794, [s.n.])	Torre de la Parada	Lienzo	Pintura	Óleo	La caída de Ícaro	https://www.museodelprado.es/coleccion/obra-de-arte/la-caida-de-icaro/2823dc25-398a-4d88-a4b2-be314065a62d	
Jordaens, Jacob	Alto: 180 cm.;Ancho: 270 cm.	1636 - 1638	P001551	Coleción Real (Torre de la Parada, El Pardo-Madrid, Quarto bajo pieza primera, 1701, s.n; Torre de la Parada, Pieza quinta, 1747, nº77; Palacio Nuevo, Madrid, Antecámara de la princesa, 1772, nº 992; Palacio Nuevo, Cuarto del príncipe-cámara, 1794; Palacio Nuevo, Cuarto del príncipe-cámara, 1814-1818, nº 992; Museo Real de pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, nº207)	Torre de la Parada	Lienzo	Pintura	Óleo	Apolo vencedor de Pan	https://www.museodelprado.es/coleccion/obra-de-arte/apolo-vencedor-de-pan/493aba00-f778-4098-bbd9-a37ea5b98cf5	
Quellinus, Erasmus	Alto: 126 cm.;Ancho: 87 cm.	1636 - 1638	P001628	Colección Real (Torre de la Parada, El Pardo-Madrid, cuarto bajo-pieza tercera, 1703-1711, s.n.)	Torre de la Parada	Lienzo	Pintura	Óleo	El rapto de Europa	https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-europa/cc92801e-c267-43c3-be5d-a6c9f4e32fec	
Quellinus, Erasmus	Alto: 180 cm.;Ancho: 95 cm.	1636 - 1638	P001629	Colección Real (Torre de la Parada, El Pardo-Madrid, Pieza primera, 1700, s.n.; Torre de la Parada, Sala Quinta, 1794, s.n.; Pinturas que posee la Real Academia de Bellas Artes de San Fernando, Madrid, 1796, nº 66; Real Academia de Bellas Artes de San Fernando, Sala Reservada, 1827, nº66; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Sala Reservada, 1834, nº72)	Torre de la Parada	Lienzo	Pintura	Óleo	Baco y Ariadna	https://www.museodelprado.es/coleccion/obra-de-arte/baco-y-ariadna/0a71d2c7-5064-4e28-8b83-f2f4f544e2a0	
Quellinus, Erasmus	Alto: 179 cm.;Ancho: 195 cm.	1636 - 1638	P001630	Colección Real (Torre de la Parada, El Pardo-Madrid, 1700; Torre de la Parada, 1714; Palacio de El Pardo, Madrid, pieza trigésima, 1747, nº 225; Palacio de La Zarzuela, El Pardo-Madrid, 1794, s.n.; Real Academia de San Fernando, Madrid, 1796)	Torre de la Parada	Lienzo	Pintura	Óleo	La muerte de Eurídice	https://www.museodelprado.es/coleccion/obra-de-arte/la-muerte-de-euridice/b548eb29-305b-4765-a435-933398be0f5e	
Quellinus, Erasmus	Alto: 181 cm.;Ancho: 195 cm.	1636 - 1638	P001631	Colección Real (Torre de la Parada, El Pardo-Madrid, Pieza tercera, 1700, s.n.; Palacio de El Pardo, Madrid, Quarto Vajo de Palacio Secretaria del Despacho Universal de Estado, 1747, nº287; Palacio de La Zarzuela, Madrid, Pieza inmediata, 1794, s.n.; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 1º Escuela Holandesa, 1834, nº47)	Torre de la Parada	Lienzo	Pintura	Óleo	Jasón con el vellocino de oro	https://www.museodelprado.es/coleccion/obra-de-arte/jason-con-el-vellocino-de-oro/a0287530-c216-4a61-9498-149e5fc93e9d	
